Titulo_libro	Autor	Subtitulo_libro	Cantidad ejemplares	Edicion	Año_publicacion	biblioitemnumber
Titulo_libro: Problemas del subdesarrollo económico latinoamericano.	Autor: Baltra Cortes, Alberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1966.	biblioitemnumber: 3676
Titulo_libro: América latina y el mundo.	Autor: Zea, Leopoldo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1965.	biblioitemnumber: 3677
Titulo_libro: Teoría de los salarios.	Autor: Rothschild, K.W.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1957.	biblioitemnumber: 3678
Titulo_libro: La alianza para el progreso : 	Autor: Dreier, John C.	Subtitulo_libro: problemas y perspectivas.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1962.	biblioitemnumber: 3679
Titulo_libro: Programas de estabilización económica en América Latina.	Autor: Costanzo, G.A.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1961.	biblioitemnumber: 3680
Titulo_libro: El comercio entre Oriente y Occidente : 	Autor: Basche, James R.	Subtitulo_libro: la lección de la experiencia.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1973.	biblioitemnumber: 3681
Titulo_libro: Finanzas públicas.	Autor: Rios, Raúl Arturo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1969.	biblioitemnumber: 3682
Titulo_libro: Estadística aplicada al comercio y la economía : 	Autor: Elzey, Freeman F.	Subtitulo_libro: instrucción programada.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1971.	biblioitemnumber: 3683
Titulo_libro: Mercadotecnia : 	Autor: Taylor, Weldon J.	Subtitulo_libro: un enfoque integrador.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1973.	biblioitemnumber: 3684
Titulo_libro: Introducción a los negocios empresarios.	Autor: Withers, William	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 1974.	biblioitemnumber: 3685
Titulo_libro: Convenio multilateral.	Autor: Bavera, María Josefina	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 7ma,ed.	Año_publicacion: 2016.	biblioitemnumber: 3686
Titulo_libro: Estadísticas tributarias : 	Autor: sin datos	Subtitulo_libro: anuario 2011.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2012.	biblioitemnumber: 3687
Titulo_libro: Estadísticas tributarias : 	Autor: sin datos	Subtitulo_libro: anuario 2012.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2013.	biblioitemnumber: 3688
Titulo_libro: Resoluciones técnicas (FACPCE) 4 a 19.	Autor: Sanchez Brot, Luis E.	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 2001.	biblioitemnumber: 3689
Titulo_libro: Introducción a la historia económica.	Autor: Cole, G.D.H.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1957.	biblioitemnumber: 3690
Titulo_libro: Facturación electrónica.	Autor: D'agostino, Hernán Miguel	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4ta. ed.	Año_publicacion: 2015.	biblioitemnumber: 3691
Titulo_libro: El subdesarrollo latinoamericano y la teoría del desarrollo.	Autor: Sunkel, Osvaldo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3ra. ed.	Año_publicacion: 1973.	biblioitemnumber: 3693
Titulo_libro: América Latina : 	Autor: Powelson, John P.	Subtitulo_libro: la revolución económica y scia actual.	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 1964.	biblioitemnumber: 3694
Titulo_libro: Economía : 	Autor: Nichols, Donald A	Subtitulo_libro: principios de ecnomía con enfoques internacionales.	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 1972.	biblioitemnumber: 3695
Titulo_libro: Economía clásica actual.	Autor: Olivera, Julio H.G.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 1977.	biblioitemnumber: 3696
Titulo_libro: Las empresas de participación con inversores extranjeros.	Autor: Kraus Bivens, Karen	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 1974.	biblioitemnumber: 3697
Titulo_libro: El profesional digital : 	Autor: Maccaione, César	Subtitulo_libro: tecnologías de la información.	Cantidad ejemplares: 3	Edicion: 1ra. ed.	Año_publicacion: 2019.	biblioitemnumber: 3698
Titulo_libro: Teoría y práctica de los sistemas de costos.	Autor: Cascarini, Daniel Carlos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da. ed.	Año_publicacion: 2016.	biblioitemnumber: 3699
Titulo_libro: Ensayos sobre Colombia y América Latina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 2002.	biblioitemnumber: 3700
Titulo_libro: La obra pública en Jujuy.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 2011.	biblioitemnumber: 3701
Titulo_libro: Hacia un Nuevo Contrato Social para el siglo XXI.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 1998.	biblioitemnumber: 3702
Titulo_libro: El humanismo ecnómico : 	Autor: Di Marco, Luis Eugenio	Subtitulo_libro: desde México a la Argentina.	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 2008.	biblioitemnumber: 3703
Titulo_libro: Outsourcing : 	Autor: Schneider, Ben	Subtitulo_libro: la herramienta de gestión que revoluciona el mundo de los negocios.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: c2004.	biblioitemnumber: 3706
Titulo_libro: La subcontratación de bienes y servicios : 	Autor: Gay, Charles L.	Subtitulo_libro: una guía práctica para el manejo de los recursos estratégicos.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2003.	biblioitemnumber: 3707
Titulo_libro: Nuevos modelos de gestión empresarial : 	Autor: Gil Gidron	Subtitulo_libro: el outsourcing de negocios.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1998.	biblioitemnumber: 3708
Titulo_libro: Grandes empresas en la Argentina : 	Autor: sin datos	Subtitulo_libro: 1993-1997.	Cantidad ejemplares: 1	Edicion: 2da. ed.	Año_publicacion: 2000.	biblioitemnumber: 3711
Titulo_libro: Manual de los sistemas de información : 	Autor: Hartman, W.	Subtitulo_libro: análisis requisitos y su determinación diseño y desarrollo implantación y su evaluación.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1975.	biblioitemnumber: 3714
Titulo_libro: Manual de los sistemas de información : 	Autor: Hartman, W.	Subtitulo_libro: análisis requisitos y su determinación diseño y desarrollo implantación y su evaluación.	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 1982.	biblioitemnumber: 3729
Titulo_libro: Economía de la empresa : 	Autor: Gutenberg, Erich	Subtitulo_libro: teoría y práctica de la gestión empresarial.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1966.	biblioitemnumber: 3745
Titulo_libro: La investigación operativa en la práctica de la empresa.	Autor: Fletcher, Allan	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1966.	biblioitemnumber: 3747
Titulo_libro: Cómo crear un plan de negocio	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 2021	biblioitemnumber: 3863
Titulo_libro: Régimen de concursos y quiebras :	Autor: Rouillon, Adolfo A. N	Subtitulo_libro: ley 24522	Cantidad ejemplares: 1	Edicion: 15ta.ed.	Año_publicacion: 2008	biblioitemnumber: 3866
Titulo_libro: Régimen de sociedades :	Autor: Zunino, Jorge Osvaldo	Subtitulo_libro: ley general 19550, texto ordenado 1984 según decreeto 841/84complementaria del Código Civil y Comercial	Cantidad ejemplares: 1	Edicion: 29na.ed.	Año_publicacion: 2022	biblioitemnumber: 3876
Titulo_libro: Código fiscal :	Autor: sin datos	Subtitulo_libro: texto ordenado Ley Nº5791	Cantidad ejemplares: 2	Edicion: 1ra. ed.	Año_publicacion: 2022	biblioitemnumber: 3881
Titulo_libro: Resoluciones técnicas 4 a 21 comentadas : 	Autor: Gelso, Aldo	Subtitulo_libro: análisis, casos prácticos.	Cantidad ejemplares: 1	Edicion: 7ma.ed.	Año_publicacion: 2003.	biblioitemnumber: 3900
Titulo_libro: Soros por Soros : 	Autor: Soros, George	Subtitulo_libro: anticipando el futuro.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1996.	biblioitemnumber: 3901
Titulo_libro: Impuesto a las ganancias : 	Autor: Reig, Enrique Jorge	Subtitulo_libro: estudio teórico-práctico de la ley argentina a la luz de la teoría general del impuesto a la renta.	Cantidad ejemplares: 3	Edicion: 11ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 3902
Titulo_libro: Sistema integrado de información financiera : 	Autor: sin datos	Subtitulo_libro: régimen de fondo rotatorio y cajas chicas.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1997.	biblioitemnumber: 3903
Titulo_libro: El perfil de las ONGs en la Argentina.	Autor: Filmus, Daniel	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 3905
Titulo_libro: Manual de clasificaciones presupuestarias para el sector público nacional : 	Autor: sin datos	Subtitulo_libro: 1996.	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 3907
Titulo_libro: E-commerce.	Autor: Fellenstein, Craig	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 3910
Titulo_libro: Resoluciones técnicas (FACPCE) 4 a 21 : 	Autor: sin datos	Subtitulo_libro: texto actualizado al 14/01/2003.	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 2003.	biblioitemnumber: 3911
Titulo_libro: La empresa familiar : 	Autor: Neubauer, Fred	Subtitulo_libro: como dirigirla para que perdure.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1999.	biblioitemnumber: 3924
Titulo_libro: Bill Gates habla : 	Autor: Lowe, Janet	Subtitulo_libro: opiniones e ideas.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: s.f..	biblioitemnumber: 3936
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 3938
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 3939
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 3940
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 3941
Titulo_libro: Leyes laborales y previsionales : 	Autor: Parada, Ricardo Antonio	Subtitulo_libro: compendio de legislación.	Cantidad ejemplares: 2	Edicion: 8va.ed.	Año_publicacion: 2009.	biblioitemnumber: 3942
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 3945
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 3946
Titulo_libro: Principios de contabilidad generalmente aceptados y normas generales de contabilidad para el Sector Público Nacional.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 3947
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 3948
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 3949
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2005.	biblioitemnumber: 3950
Titulo_libro: Metodología de la investigación contable.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 2006.	biblioitemnumber: 3951
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 3953
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 3954
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 3955
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 3956
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2003.	biblioitemnumber: 3957
Titulo_libro: El sistema presupuestario público en Argentina : 	Autor: sin datos	Subtitulo_libro: aspectos conceptuales, metodológicos, procedimentales y de organización.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: s.f..	biblioitemnumber: 3958
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 3959
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1999.	biblioitemnumber: 3960
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 3962
Titulo_libro: El sistema de tesorería.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: s.f..	biblioitemnumber: 3963
Titulo_libro: Delitos de Lesa Humanidad.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 3964
Titulo_libro: Cuestiones de contabilidad gubernamental y sus incógnitas.	Autor: Cortes de Trejo, Lea Cristina	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 3966
Titulo_libro: Programa de reforma de la administración financiera gubernamental.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 3967
Titulo_libro: Ley complementaria permanente de presupuesto y reglamentos parciales de la ley N§24156.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 3973
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 3975
Titulo_libro: Sistema Nacional de Inversiones Públicas : 	Autor: sin datos	Subtitulo_libro: ley 24354.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 3976
Titulo_libro: Sistema integrado de información financiera : 	Autor: sin datos	Subtitulo_libro: manual de ejecución presupuestaria de gastos para la administración nacional.	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 3977
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 3979
Titulo_libro: Ley de administración financiera y de los sistemas de control del sector público nacional : 	Autor: sin datos	Subtitulo_libro: N§24156.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 3980
Titulo_libro: Anuario : 	Autor: sin datos	Subtitulo_libro: estadísticas tributarias 2008.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 3981
Titulo_libro: Resoluciones técnicas nros.4, 5, 6, 7, 8, 9, 10, 11, 12, 13 y 14 (F.A.C.P.C.E.)	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1998.	biblioitemnumber: 3997
Titulo_libro: Métodos y técnicas de investigación social : 	Autor: Ander-Egg, Ezequiel	Subtitulo_libro: acerca del conocimiento y del pensar científico.	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4002
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4019
Titulo_libro: Manual de contabilidad general.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 4030
Titulo_libro: Finalidades extrafiscales en el presupuesto de la provincia de Jujuy.Estrategias para cambios posibles.	Autor: Rosas, Julio Oscar	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra. ed.	Año_publicacion: 2003.	biblioitemnumber: 4034
Titulo_libro: El proceso de investigación.	Autor: Sabino, Carlos A	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4049
Titulo_libro: Veinticinco años de la Universidad Jujeña : 	Autor: sin datos	Subtitulo_libro: sus testigos y protagonistas.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 4064
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4065
Titulo_libro: Estudio sobre el proceso penal tributario : 	Autor: Gomez, Teresa	Subtitulo_libro: etapas, instancias y partes.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4067
Titulo_libro: Contrato de trabajo Ley 20744.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 15ta.ed.	Año_publicacion: 1994.	biblioitemnumber: 4068
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 4072
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2004.	biblioitemnumber: 4073
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4074
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2004.	biblioitemnumber: 4076
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 4077
Titulo_libro: Digesto de los Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 4080
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2004.	biblioitemnumber: 4081
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2007.	biblioitemnumber: 4082
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 4083
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2004.	biblioitemnumber: 4084
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4085
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1999.	biblioitemnumber: 4086
Titulo_libro: Los empresarios y la democracia en la Argentina : 	Autor: Birle, Peter	Subtitulo_libro: conflictos y coincidencias.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: c1997.	biblioitemnumber: 4087
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2001.	biblioitemnumber: 4088
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 4089
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 4090
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 4092
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2001.	biblioitemnumber: 4093
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 4096
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4097
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4098
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 4099
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 4100
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4103
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2003.	biblioitemnumber: 4105
Titulo_libro: Federalismo fiscal y coparticipación.	Autor: Ferro, Gustavo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4106
Titulo_libro: Propuesta metodológica de evaluación y apoyo integral para el desarrollo de negocios.	Autor: De Angelis, Armando	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2008.	biblioitemnumber: 4107
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 4108
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1990.	biblioitemnumber: 4109
Titulo_libro: Auditoría.	Autor: Montanini, Gustavo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2009.	biblioitemnumber: 4110
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 2000.	biblioitemnumber: 4111
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 4112
Titulo_libro: Fallos de la Corte Suprema de Justicia de la Nación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 4113
