Titulo del libro;Autor;Subtitulo del libro;Ejemplares disponibles;Edicion;Año publicacion
Bogo, Frischknecht, O'Donell y Steinberg critican a Levy.;sin informacion;sin informacion;2;1ra.;1980
Administración Financiera.;Van Horne, James C.;sin informacion;1;9na.;1993
Es posible una economía humana?  ;Di Marco, Luis Eugenio;base para una revisión del análisis económico clásico.;1;1ra.;1982
Algebra.;Rojo, Armando O.;sin informacion;1;1ra.;1973
Tratado de organización, costos y balances.;Cholvis, Francisco;sin informacion;1;2da.;1965
Memoria anual.;sin informacion;sin informacion;1;1ra.;1985
Anales de VI convención nacional de Consejos Profesionales de Ciencias Económicas de la República Argentina.;sin informacion;sin informacion;1;1ra.;1961
Normativa uniforme sobre oferta pública de títulos valores.;sin informacion;sin informacion;1;1ra.;sd
Ordenamiento jurídico de la integración económica regional en América Latina.;sin informacion;sin informacion;1;1ra.;1986
Nuevas fuentes de energía  ;sin informacion;situación y perspectivas de desarrollo y cooperación.;1;1ra.;1983
Premio intal 1985.;sin informacion;sin informacion;1;1ra.;1986
El proceso de integración en América Latina en 1981.;sin informacion;sin informacion;1;1ra.;1982
El proceso de integración en América Latina en 1982.;sin informacion;sin informacion;1;1ra.;1983
El proceso de integración en América LAtina en 1983.;sin informacion;sin informacion;1;1ra.;1983
El proceso de integración en América LAtina en 1984.;sin informacion;sin informacion;1;1ra.;1985
Evaluación y perspectiva de la integración económica en América Latina.;sin informacion;sin informacion;2;1ra.;1984
Primeras jornadas sobre política de legislación de seguros y reaseguros.;sin informacion;sin informacion;2;1ra.;1993
Introducción a la matemática.;Otonello, Susana;sin informacion;1;1ra.;1993
Principales efectos de la contratación civil.;Ferreyra, Edgardo A.;sin informacion;1;1ra.;1978
Habilitación de edad.;Rivera, Julio César;sin informacion;1;1ra.;1978
De Anima.;Aristoteles;sin informacion;1;1ra.;1969
Curso de derecho civil.;Nieto Blanc, Ernesto E;sin informacion;2;1ra.;1981
Fundación y frustración en la historia argentina.;Canal Feijoo, Bernardo;sin informacion;1;1ra.;1978
Derecho constitucional y administrativo  ;De Vedia, Agustín;instituciones de derecho público.;1;6ta.;1984
Los contratos preparativos  ;William, Jorge N;su incidencia en el derecho comercial.;1;1ra.;1978
El nuevo derecho del mar, controversias entre las potencias navales y el tercer mundo.;Silenzi De Stagni, Adolfo;sin informacion;1;1ra.;1976
Pautas para la evaluación de proyectos.;sin informacion;sin informacion;12;1ra.;1972
Contabilidad básica.;Fowler Newton, Enrique;sin informacion;10;1ra.;1977
Estado y cultura  ;Harvey, Edwin R.;política cultural de los poderes públicos en el  mundo occidental.;3;1ra.;1980
Elementos de estadística para la preparación y evaluación de proyectos.;Murillo Oporto, Mario;sin informacion;2;3ra.;1990
Discurso de apertura del presidente de ADEBA.;Escasany, Eduardo J.;sin informacion;1;1ra.;1994
Diccionario de derecho público, administrativo, constitucional y fiscal.;Fernandez Vázquez, Emilio;sin informacion;6;1ra.;1981
La empresa estatal argentina  ;Treber, Salvador;su gestión económica financiera.;6;1ra.;1968
Practical nonparametric statistics.;Conover, W.J.;sin informacion;2;2da.;1980
Estrategias de desarrollo e integración en el grupo andino.;sin informacion;sin informacion;1;1ra.;1985
Compras estatales e integración económica.;Ondarts, Guillermo;sin informacion;1;1ra.;1982
La consultoría en los países de la ALADI.;sin informacion;sin informacion;2;1ra.;1984
Inversiones extranjeras en América Latina en 1984.;Sourruille, Juan V.;sin informacion;1;1ra.;1984
Encuentro empresarial Chileno-Argentino.;sin informacion;sin informacion;1;1ra.;1985
Exenciones arancelarias e integración.;sin informacion;sin informacion;1;1ra.;1986
Los países de menor desarrollo económico relativo y la integración  en América Latina.;sin informacion;sin informacion;2;1ra.;1984
Estudio de transporte en la región amazónica y en el Alto Paraguay.;sin informacion;sin informacion;1;1ra.;sd
Procesos de integración y MERCOSUR.;Sarmiento García, Jorge H;sin informacion;1;1ra.;1994
Código de Comercio.;Zamora, Fernando Marcelo;sin informacion;2;1ra.;1994
Participación del contador en el juicio sucesorio.;Ferreyra, Rubén H.;sin informacion;3;1ra.;1980
El ideario americano  ;sin informacion;recopilación de documentos.;2;1ra.;1982
Curso de economía moderna  ;Samuelson, Paul Anthony;una descripción analítica de la realidad económica.;2;9na.;1961
La programación lineal en el proceso de decisión.;Marin, Isidoro;sin informacion;2;2da.;1977
La programación lineal  ;Marin, Isidoro;conceptos y aplicaciones.;3;1ra.;1981
Dirección de la salud.;Drovetta, Susana Mabel;sin informacion;1;1ra.;1992
Manual de productividad  ;Smith, Elizabet A.;métodos y actividades para involucrar a empleados en el mejoramiento de la productividad.;1;1ra.;1993
Programación por camino crítico en sistemas de administración.;Cotliar, Jorge E.;sin informacion;1;1ra.;1979
Evaluación económica de proyectos de inversión.;Solanet, Manuel A;sin informacion;3;1ra.;1975
Probabilidades y diferencias finitas.;Gonzalez Gale, José;sin informacion;2;1ra.;1970
Administración pública.;Collazo, Oscar Juan;sin informacion;15;1ra.;1981
Desiciones en comercialización  ;Bogo, Héctor Mario;teoría y técnica.;6;2da.;1975
La organización mundial y la paz.;Claret De Voogd, Lilia;sin informacion;1;1ra.;1970
La reforma económica y sus resultados 1989-1993.;Dorfman, Miguel;sin informacion;3;1ra.;sf
Introducción a los recursos mundiales.;Zimmerman, Erich W;sin informacion;3;1ra.;1966
Manual de IVA.;Lavia, Osvaldo N.;sin informacion;1;1ra.;1980
Ajuste impositivo por inflación.;Schindel, Ángel;sin informacion;3;1ra.;1979
El régimen fiscal y las sociedades de capital.;Noli, Roberto R.;sin informacion;2;1ra.;1971
Curso de derecho tributario.;Jarach, Dino;sin informacion;4;3ra.;1980
PERT - CPM y técnicas relacionadas.;Munier, Nolberto Juan;sin informacion;1;5ta.;1981
Sociología y Ciencias Sociales  ;Recondo, Gregorio;iniciación a la sociología.;3;1ra.;1971
Glosario de informática.;Saroka, Raúl Horacio;sin informacion;1;1ra.;1984
Seminario EDI' 90 agrario. Intercambio electrónico de datos  ;sin informacion;aspectos técnicos y jurídicos.;2;1ra.;1991
Manual de asignaciones familiares.;Rubio, Valentín;sin informacion;8;1ra.;1979
Manual de contratos.;Borda, Guillermo A;sin informacion;2;10ma.;1980
Leyes laborales  ;sin informacion;parte general.;4;2da.;1980
Leyes laborales  ;sin informacion;parte especial.;5;2da.;1980
Ensayos sobre técnica contable.;López Santiso, Horacio;sin informacion;4;1ra.;1974
Legislación laboral y previsional  ;Rubio, Valentín;leyes, decretos y jurisprudencia.;6;1ra.;1980
El despido  ;Rubio, Valentín;aspectos teóricos y prácticos.;6;1ra.;1981
Sociedades anónimas de familia.;Verón, Alberto Víctor;sin informacion;2;1ra.;1979
Sociedades anónimas de familia.;Verón, Alberto Víctor;sin informacion;2;1ra.;1979
Sociedades anónimas de familia.;Verón, Alberto Víctor;sin informacion;2;1ra.;1979
El nuevo impuesto al valor agregado.;Raimondi, Carlos A.;sin informacion;10;1ra.;1980
Curso de economía moderna  ;Samuelson, Paul Anthony;una descripción analítica de la realidad económica.;2;14ta.;1966
Curso de economía moderna  ;Samuelson, Paul Anthony;una descripción analítica de la realidad económica.;1;15ta.;1967
Curso de economía moderna  ;Samuelson, Paul Anthony;una descripción analítica de la realidad económica.;13;16ta.;1970
Fundamentos de administración finaciera.;Van Horne, James C.;sin informacion;4;1ra.;1979
Administración financiera.;Van Horne, James C.;sin informacion;6;1ra.;1976
Geografía económica Mundial y Argentina.;Carlevari, Isidro J.F.;sin informacion;15;3ra.;1980
Geografía económica Mundial y Argentina.;Carlevari, Isidro J.F.;sin informacion;3;2da.;1976
Contabilidad e inflación.;Lazzati, Santiago C.;sin informacion;11;1ra.;1978
Mercadotecnia  ;Gist, Ronald R.;introducción y principios.;2;1ra.;1973
Derecho del trabajo y seguridad social.;Vázquez Vialard, Antonio;sin informacion;5;2da.;1981
Derecho del trabajo y seguridad social.;Vázquez Vialard, Antonio;sin informacion;5;2da.;1981
Impuesto a las ganancias.;Reig, Enrique Jorge;sin informacion;1;7ma.;1979
Impuesto a las ganancias.;Reig, Enrique Jorge;sin informacion;3;7ma.;1979
Impuesto a las ganancias.;Reig, Enrique Jorge;sin informacion;3;7ma.;1979
Manual de derecho civil  ;Borda, Guillermo A;parte general.;2;8va.;1976
Manual de derecho civil  ;Borda, Guillermo A;parte general.;6;9na.;1979
Manual de derecho civil  ;Borda, Guillermo A;parte general.;2;10ma.;1981
Introducción al control empresario  ;Gambetta, Oscar A.;en las posiciones operacional, comercial, económica y financiera.;6;1ra.;1966
Presupuesto base cero.;Parro, Nereo Roberto;sin informacion;2;1ra.;1981
La empresa agropecuaria.;Maino, Gerardo H.;sin informacion;14;1ra.;1980
Evolución de la delincuencia terrorista en la Argentina.;sin informacion;sin informacion;2;1ra.;1979
Organización y control de empresas.;Perel, Vicente L.;sin informacion;2;2da.;1968
Organización y control de empresas.;Perel, Vicente L.;sin informacion;11;4ta.;1971
Diagnóstico  ;Luchessa, Héctor;evaluación sistemática de los problemas de la empresa.;3;1ra.;1973
Cuadernos de derecho societario  ;Zaldivar, Enrique;aspectos jurídicos generales.;4;1ra.;1973
Cuadernos de derecho societario  ;Zaldivar, Enrique;sociedades por partes de interés y por cuotas.;6;1ra.;1973
Cuadernos de derecho societario  ;Zaldivar, Enrique;aspectos jurídicos generales;1;2da.;1980
Cuadernos de derecho societario  ;Zaldivar, Enrique;sociedades por partes de interés y por cuotas.;1;2da.;1980
Presupuesto base cero  ;Senderovich, Isaac Aizik;método y bases de aplicación con un estudio de la más avanzada experiencia existente en el mundo.;5;1ra.;1981
Teoría y problemas de microeconomía.;Salvatore, Dominick;sin informacion;11;1ra.;1978
Los organigramas  ;Saroka, Raúl Horacio;diseño e interpretación.;16;1ra.;1971
Breve historia económica y social  ;Pereira Pinto, Juan Carlos;desde la caida del imperio de occidente hasta la crisis de 1929.;2;1ra.;1968
Breve historia económica y social  ;Pereira Pinto, Juan Carlos;desde la caida del imperio de occidente hasta la crisis de 1929.;2;2da.;1974
Breve historia económica y social  ;Pereira Pinto, Juan Carlos;desde la antiguedad hasta la crisis energética de 1974;21;3ra.;1977
Aspectos dela historia económica de la República Argentina durante los últimos setenta años (1900-1971);Pereira Pinto, Juan Carlos;sin informacion;10;1ra.;1973
El sector público en la planificación del desarrollo.;Cibotti, Ricardo;sin informacion;2;1ra.;1970
El sector público en la planificación del desarrollo.;Cibotti, Ricardo;sin informacion;4;4ta.;1975
El impuesto a las ganancias.;Raimondi, Carlos A.;sin informacion;7;1ra.;1982
Cuestiones contables fundamentales.;Fowler Newton, Enrique;sin informacion;26;1ra.;1982
Claves en la economía argentina 1810-1983.;Kandel, Pablo;sin informacion;2;1ra.;1983
Derecho administrativo económico.;Dromi, José Roberto;sin informacion;12;1ra.;1977
Derecho administrativo económico.;Dromi, José Roberto;sin informacion;8;1ra.;1979
Instituciones de derecho administrativo.;Dromi, José Roberto;sin informacion;31;1ra.;1973
La ciencia  ;Bunge, Mario;su método y su filosofía.;5;1ra.;1981
Las actividades de investigación en las Universidades Nacionales.;Bisang, Roberto;sin informacion;1;1ra.;1995
Jornadas de investigación y trabajo científico y técnico.;sin informacion;sin informacion;1;1ra.;1996
Quintas jornadas de investigación y trabajo científico y técnico.;sin informacion;sin informacion;1;1ra.;1996
Collins  ;sin informacion;diccionario Español-Inglés,Inglés-Español.;2;2da.;1994
Diccionario términos y conceptos más usuales en mecanización administrativa  ;Calvet Segui, Juan;inglés, francés, español.;1;1ra.;1968
Anales  ;sin informacion;año académico 1992.;1;1ra.;1992
Anales de la Academia Nacional de Derecho y Ciencias Sociales de Córdoba  ;sin informacion;año académico 1995.;1;1ra.;1995
Guía de instituciones que revelan o recopilan estadísticas de Mendoza.;sin informacion;sin informacion;1;1ra.;1980
Historia de la Asociación Interamericana de Contabilidad.;Gil, Juan Ángel;sin informacion;1;1ra.;sf
Institutos, programas, servicios  ;sin informacion;temas de investigación en desarrollo.;1;1ra.;1982
Estudios éticos.;Apel, Karl Otto;sin informacion;1;1ra.;1986
Causalidad  ;Bunge, Mario;el principio de causalidad en la ciencia moderna.;2;3ra.;1972
Lecciones preliminares de filosofía.;Garcia Morente, Manuel;sin informacion;2;16ta.;1973
Historia de la filosofía.;Marias, Julián;sin informacion;1;13ra.;1960
La filosofía científica.;Reichenbach, Hans;sin informacion;2;2da.;[19--]
Lógica y nociones de teoría del conocimiento.;Romero, Francisco;sin informacion;1;11ra.;1948
Lógica e introducción a la problemática filosófica.;Romero, Francisco;sin informacion;3;1ra.;1973
Lógica e introducción a la problemática filosófica.;Romero, Francisco;sin informacion;2;2da.;1975
Lógica y nociones de teoría del conocimiento.;Romero, Francisco;sin informacion;1;16ta.;1958
Lógica e introducción a la filosofía.;Fatone, Vicente;sin informacion;3;9na.;1969
Iniciación a la lógica.;De Gortari, Eli;sin informacion;7;1ra.;1969
Introducción a la lógica.;Copi, Irving M;sin informacion;4;23ra.;1981
Introducción a la lógica.;Copi, Irving M;sin informacion;1;21ra.;1980
Introducción a la lógica.;Copi, Irving M;sin informacion;2;7ma.;1969
Introducción a la lógica.;Copi, Irving M.;sin informacion;1;9na.;1970
Introducción a la lógica.;Copi, Irving M;sin informacion;1;2da.;1964
Introducción a la lógica.;Copi, Irving M;sin informacion;1;30ma.;1987
Los métodos estructuralistas en las ciencias sociales.;Viet, Jean;sin informacion;4;1ra.;1965
Lógica matemática  ;Moreno, Alberto;antecedentes y fundamentos.;7;3ra.;1981
Teoría del conocimiento.;Hessen, Johannes;sin informacion;2;6ta.;1963
Las teorías científicas  ;Gomez, Ricardo J.;desarrollo, estructura, fundamentación.;1;1ra.;1977
Nuestro conocimiento del mundo externo  ;Russell, Bertrand;como un campo para el método ciéntifco en la filosofía.;1;1ra.;1946
Desarrollo humano ;Cafiero, Antonio;Un diálogo con la economía y las ciencias sociales;1;1ra.;1995
Introducción al estudio de la sociología.;Barbieri, Lázaro;sin informacion;1;1ra.;1973
Guía de lecturas para introducción a las ciencias sociales.;Santamaria, Daniel J.;sin informacion;10;1ra.;1997
El futuro anticipado  ;Cabrerizo Plaza, Jesús;sociedad tecnológica y medios de comunicación.;1;1ra.;1986
Sociología del trabajo  ;Barbieri, Lázaro;introducción al conocimiento de la estructura social del trabajo humano.;1;1ra.;1975
Estratificación social.;Jackson, J.A.;sin informacion;1;1ra.;1971
Los que mandan.;Imaz, José Luis De;sin informacion;6;11ra.;1977
Los economistas argentinos  ;Suarez, Francisco M.;el proceso de institucionalización de nuevos profesionales.;1;1ra.;1973
Curso de economía política.;Bresciani Turroni, C;sin informacion;2;1ra.;1960
La economía del siglo XX.;Perroux, Francois;sin informacion;1;1ra.;1964
Teoría económica.;Becker, Gary S;sin informacion;5;1ra.;1977
Ponencias libres  ;sin informacion;periodos de sesiones 43.;1;1ra.;1981
Ponencias libres  ;sin informacion;periodo de sesiones 43.;1;1ra.;1981
Censo nacional económico 1974  ;sin informacion;"total del país; industria; resultados definitivos.";3;1ra.;1975
Estadísticas de exportación de los países de la Aladi 1980-1982.;sin informacion;sin informacion;2;1ra.;1983
Estadísticas de intercambio comercial de los paises latinoamericanos 1980-1984.;sin informacion;sin informacion;1;1ra.;1985
Estadísticas de intercambio comercial de los países latinoamericanos 1980-1983.;sin informacion;sin informacion;1;1ra.;1984
La pobreza en la Argentina  ;sin informacion;indicadores de necesidades básicas e insatisfechs a partir de los datos del  censo nacional ...;1;1ra.;1984
La actividad estadística en la República Argentina 1950-1983.;sin informacion;sin informacion;1;1ra.;1983
Estadísticas históricas argentinas (comparadas); Vázquez Presedo, Vicente;sin informacion;5;1ra.;1971
Estadísticas históricas argentinas (comparadas);Vazquez Presedo, Vicente;sin informacion;5;1ra.;1971
Población mundial y recursos naturales  ;Dudley Stamp, Laurence;nuestro mundo en desarrollo.;1;1ra.;1966
El proceso de integración en América Latina en 1985.;sin informacion;sin informacion;1;1ra.;1986
Reunión centroamericana sobre compras del estado y exportación de servicios, real en San José de Costa Rica del 27 al 30 de noviembre de 1983.;sin informacion;sin informacion;1;1ra.;1983
Planificación, participación y libertad en el proceso de cambio.;Gordillo, Agustín A.;sin informacion;5;1ra.;1973
Formación nacional argentina.;Demicheli, Alberto;sin informacion;1;1ra.;1971
Introducción a la economía  ;Barros De Castro, Antonio;enfoque estructuralista.;2;3ra.;1970
Curso de economía política.;Bresciani Turroni, C;sin informacion;2;1ra.;1960
Curso superior de economía.;Benham, Frederic;sin informacion;1;1ra.;1959
Introducción a la economía  ;Barros De Castro, Antonio;enfoque estructuralista.;4;28va.;1978
Introducción a la economía  ;Barros De Castro, Antonio;enfoque estructuralista.;2;37ma.;1982
