autor;titulo_libro;subtitulo_libro;cantidad_ejemplar;libro_edicion;año_publicacion;biblioitemnumber
"Matossian, Pablo D";"La gestión presupuestaria";;1;1ra.ed.;1975;7072
"Mazzocco, Ángel Raúl";"El contralor externo de la hacienda :";"régimen del Tribunal de Cuentas en la Legislación Comparada Nacional, Provicnial y Extranjera";1;1ra.ed.;1969;7073
"Colacioppo, Vicente";"Sociedades de responsabilidad limitada";;1;1ra.ed.;1968;7074
"Kubr, M";"La consultoría de empresas :";"guía de la profesión";1;;1988;7075
"Sylvester, Gerardo A";"Investigación operativa :";"la decision";1;1ra.ed.;1973;7076
"Pérez, Rodolfo H";"Como decidir :";"conceptos, estrategias, procedimientos y aplicaciones";1;1ra.ed.;1981;7077
"Schiavoni, César S";"Procedimiento fiscal Ley 11683 :";"un análisis técnico";1;1ra.ed.;1982;7078
"Schiavoni, César S";"Imposición sobre los capitales y el patrimonio neto :";"un análisis teórico-técnico";1;1ra.ed.;1981;7079
"Chalupowicz, Israel";"Impuesto al Valor Agregado";;1;1ra.ed.;1990;7080
"Marchevsky, Rubén Alberto";"Impuesto al Valor Agregado";;1;1ra.ed.;1991;7081
"Bavera, María Josefina";"Ganancias de primera, segunda y cuarta categoría";;1;2da.ed.;2003;7082
"Mascheroni, Fernando H";"Manual de sociedades anónimas :";"constitución y funcionamiento";1;3ra.ed.;1977;7083
"Despontin, Luis Alberto";"Derecho del trabajo :";"constitucionalismo social";1;1ra.ed.;1957;7084
"Lema, Andrés E";"Manual contable para explotaciones agropecuarias";;1;1ra.ed.;1974;7085
;"Facturación y registración";;1;1ra.ed.;1998;7086
;"13er Congreso Nacional de Profesionales en Ciencias Económicas :";"ética y capacitación, para una profesión jerarquizada. Área III Contabilidad y Auditoría ";1;1ra.ed.;2000;7087
"López, Justo";"Ley de contrato de trabajo comentado";;1;1ra.ed.;1977;7088
"López, Justo";"Ley de contrato de trabajo comentado";;1;1ra.ed.;1977;7089
"Castro, Juan Pedro";"Manual práctico impositivo";;1;1ra.ed.;1987;7090
"Fowler Newton, Enrique";Auditoría;;1;1ra.ed.;1976;7091
"Fowler Newton, Enrique";Auditoría;;1;1ra.ed.;1976;7092
;"Legislación impositiva 1992";;1;1ra.ed.;1992;7093
;"Legislación impositiva 1992";;1;1ra.ed.;1992;7094
;"Legislación impositiva 1993";;1;1ra.ed.;1993;7095
;"Legislación impositiva 1993";;1;1ra.ed.;1993;7096
;"Legislación laboral 1992";;1;;1989;7097
"Marun, Alfredo";"Argentina Siglo XX :";"su decadencia secular";1;1ra.ed.;2002;7098
"Lascano, Marcelo R";"Repertorio impuestos 1984/1990";;1;1ra.ed.;1991;7099
"Lascano, Marcelo R";"Impuestos 1990";;1;1ra.ed.;1990;7100
"Lascano, Marcelo R";"Impuestos 1990";;1;1ra.ed.;1990;7101
"Lascano, Marcelo R";"Impuestos 1991";;1;1ra.ed.;1991;7102
"Lascano, Marcelo R";"Impuestos 1991";;1;1ra.ed.;1991;7103
"Lascano, Marcelo R";"Impuestos 1992";;1;1ra.ed.;1992;7104
"Lascano, Marcelo R";"Impuestos 1992";;1;1ra.ed.;1992;7105
"Lascano, Marcelo R";"Impuestos 1993";;1;1ra.ed.;1993;7106
"Lascano, Marcelo R";"Impuestos 1993";;1;1ra.ed.;1993;7107
"Lascano, Marcelo R";"Impuestos 1994";;1;1ra.ed.;1994;7108
"Lascano, Marcelo R";"Impuestos 1994";;1;1ra.ed.;1994;7109
;"Legislación administrativa 1992";;1;1ra.ed.;1992;7110
"Amor, Rodolfo F";"Impuestos 88 :";"leyes concordadas";1;1ra.ed.;1988;7111
;"Anuario de legislación :";1975-A;1;1ra.ed.;1975;7112
;"Anuario de legislación :";1975-B;1;;1975;7113
;"Legislación argentina :";1978-A;1;1ra.ed.;1978;7114
;"Anuario de legislación :";1976-A;1;1ra.ed.;1976;7115
;"Anuario de legislación :";1976-B;1;1ra.ed.;1976;7116
;"Anuario de legislación :";1977-A;1;1ra.ed.;1977;7117
;"Anuario de legislación :";1977-B;1;1ra.ed.;1977;7118
;"Legislación Argentina :";1978-B;1;1ra.ed.;1978;7119
;"Legislación Argentina :";1979-A;1;1ra.ed.;1979;7120
;"Legislación Argentina :";1979-B;1;1ra.ed.;1979;7121
;"Legislación Argentina :";1980-A;1;1ra.ed.;1980;7122
;"Legislación Argentina :";1980-B;1;1ra.ed.;1980;7123
;"Legislación Argentina :";1981-A;1;1ra.ed.;1981;7124
;"Legislación Argentina :";1981-B;1;1ra.ed.;1981;7125
;"Legislación Argentina :";1982-A;1;1ra.ed.;1982;7126
;"Legislación Argentina :";1982-B;1;1ra.ed.;1982;7127
;"Legislación Argentina :";1983-A;1;1ra.ed.;1983;7128
;"Legislación Argentina :";1983-B;1;1ra.ed.;1983;7129
;"Legislación Argentina :";1984-A;1;1ra.ed.;1984;7130
;"Legislación Argentina :";1984-B;1;1ra.ed.;1984;7131
"Fernández Madrid, Juan Carlos";"Leyes, reglamentos y jurisprudencia del trabajo";;1;;1975;7135
"Slosse, Carlos Alberto";"Auditoría : ";"un nuevo enfoque empresarial.";1;1ra.ed.;1990;7136
"Gaumet, Marcelo V";"Salidas no documentadas :";"instituto e impuesto";1;1ra.ed.;2007;7137
"Acosta, Juan Carlos";"Los canales de comercialización";;1;1ra.ed.;2000;7138
"Basualdo, Eduardo M";"El proceso de privatización en Argentina :";"la renegociación con las empresas privatizadas";1;1ra.ed.;2002;7139
"Gagliardo, Mariano";"Responsabilidad de los directores de sociedades anónimas.";;1;1ra.ed.;1981;7140
"Biondi, Mario";"Manual de contabilidad : ";"técnicas de valuación.";1;1ra.ed.;1980;7141
"Bavera, María Josefina";"Reforma tributaria 2019/2020 en ganancias y bienes personales :";"Ley de solidaridad social y ajuste por inflación impositivo";1;1ra.ed.;2020;7142
"Bavera, María Josefina";"Reforma tributaria en ganancias y du implementación";;1;1ra.ed.;2019;7143
"Folco, Carlos María";"Ejecuciones fiscales :";"vía de apremio tributario ámbito nacional, Ciudad Autónoma de Buenos Aires y provincia de Buenos Aires, Córdoba, Entre Ríos y Santa Fé";1;1ra.ed.;2006;7144
;"Manual de jurisprudencia tributaria";;1;1ra.ed.;2004;7145
;"Compendio de legislación de Ganancias y Bienes personales :";"liquidación 2019";1;1ra.ed.;2020;7146
"Cerchiara, Claudia M";"Gananacias de tercera categoría :";"unipersonales, sociedades de hecho";1;4ta.ed.;2005;7147
"Cerchiara, Claudia M";"Gananacias de tercera categoría :";sociedades;1;7ma.ed.;2007;7148
"Bavera, María Josefina";"Ganancias de primera, segunda y cuarta categoría";;1;5ta.ed.;2005;7149
"D'Agostino, Hernán M";"Bienes personales.";;1;18va.ed.;2019;7150
"Cerchiara, Claudia M";"Gananacias de tercera categoría :";"unipersonales, sociedades de personas";1;18va.ed.;2019;7151
"Bavera, María Josefina";"Ganancias de primera, segunda y cuarta categoría";;1;19na.ed.;2019;7152
;"CULTURA ECONOMICA";;16;;2007-2015;7153
"Rueda, Eliseo";"Temas elementales de procedimiento tributario : ";"Teoría y aplicación practica";20;"1era. ed. amp.";2024;7154
;"Diccionario práctico inglés-castellano.";;25;"6a ed.";1963.;7155
;"Diccionario enciclopédico de todos los conocimientos.";;3;;1972.;7156
;"Nuevo diccionario Cuyás :";inglés-español.;2;"5a ed.";1972.;7157
;"Diccionario práctico inglés-castellano.";;18;"2a ed.";1947.;7158
;"Diccionario de la lengua española.";;6;"19a ed.";1970.;7159
;"Diccionario español-inglés e inglés-español Kronos.";;1;"1a ed.";1977.;7160
"Coluccio, Félix";"Diccionario geológico-minero.";;39;"1a ed.";1993.;7161
"Robb, Louis A";"Diccionario para ingenieros :";"español inglés-inglés español.";2;"1a ed.";[19--];7162
"Santamaría, Andrés";"Diccionario de sinónimos y antónimos.";;3;"1a ed.";1980.;7163
"Sainz de Robles, Federico Carlos";"Diccionario español de sinónimos y antónimos.";;1;"8a ed.";1981.;7164
"García de Llanos";"Diccionario y maneras de hablar que se usan en las minas y sus labores en los ingenios y beneficios de los metales.";;1;;1983.;7165
"Alexandroff, P. S";"Introducción a la teoría de los grupos.";;1;"4a ed.";1977.;7166
"Altheim, Franz";"Visión de la tarde y de la mañana de la antigüedad a la Edad Media.";;1;;[19--];7167
"Fanelli, Jorge";"Educar para la paz :";"un contenido...una metodología.";1;"1a ed.";[19--];7168
"Pérez Taboada de Tappata, Nilda";"Estudio dirigido :";"teoría, práctica e investigación sobre el cultivo de habilidades para estudiar.";1;"1a ed.";1981.;7169
"Echegaray de Juárez, Elena M";"Enseñando a aprender con estudio dirigido.";;1;"1a ed.";1993.;7170
"Altheim, Franz";"El dios invicto :";"paganismo y cristianismo.";1;"1a ed.";1966.;7171
"Echegaray de Juárez, Elena M";"Estudio dirigido 2 :";"métodos y técnicas de investigación.";1;"la ed.";1972.;7172
"Pelliza, Mariano A";"La cuestión del Estrecho de Magallanes.";;1;"1a ed.";1969.;7173
;"Enciclopedia ilustrada de la lengua castellana Sapiens.";;2;"la ed.";1946.;7174
;"Enciclopedia ilustrada de la lengua castellana.";;2;"la ed.";1946.;7175
;"Diccionario enciclopédico Sapiens.";;2;"1a ed.";1946.;7176
;"Diccionario de la lengua española.";;1;"16a ed.";1946.;7177
"Echegaray de Juárez, Elena M";"Estudio dirigido 1 :";"técnicas del trabajo intelectual.";2;"1a ed.";1971.;7178
"Cohen, Bernard";"El nacimiento de una nueva física.";;2;"5a ed.";1977.;7179
"Beeren, Hans Von";"La escuela del técnico electricista :";"corriente alterna.";1;"3a ed.";1949.;7180
"Teuchert, Hans";"Técnica de las medidas eléctricas.";;1;"3a ed.";1952.;7181
"Trenkmann, H";"La escuela del técnico electricista :";"teoría, cálculo y construcción de las máquinas de corriente continua.";1;"3a ed.";1953.;7182
"Königslöw, A. V";"Teoría, cálculo y construcción de las máquinas de corriente alterna sincrónicas.";;1;"3a ed., rev. y ampliada";1955.;7183
"Königslöw, A. V";"Teoría, cálculo y construcción de las máquinas de corriente alterna asincrónicas.";;1;"3a ed.";1955.;7184
"Corrales Martín, Juan";"Teoría, cálculo y construcción de transformadores.";;1;"3a ed., rev.";1954.;7185
"Holzt, Alfred";"Acumuladores, elementos galvánicos, galvanotecnia.";;1;"2a ed., corr. y ampliada";1954.;7186
"Richter, Alfred";"Técnica de la iluminación eléctrica.";;1;"3a ed.";1954.;7187
"Hering, Paul";"Canalizaciones, material de alta y baja tensión y centrales.";;1;"2a ed.";1955.;7188
"Teuchert, Hans";"Fuerza motriz y tracción eléctrica.";;1;"1a ed.";1952.;7189
"Beeren, Hans Von";"La escuela del técnico electricista";"técnica de la alta tensión.";1;"1a ed., 2a reimpr.";1953.;7190
"Teuchert, Hans";"Técnica de la alta tensión.";;1;"2a ed. rev., 2a reimpr.";1955.;7191
"Alexander, Uhlman S";"Supervisión de la calidad en la enseñanza de las ciencias.";;1;"la ed.";1965.;7192
"Dugan, William";"Cómo creció nuestro alfabeto :";"desde sus orígenes hasta nuestros días.";1;"3a ed.";1972.;7193
;"Diccionario práctico inglés-castellano Brevis.";;7;"6a ed.";1959.;7194
"Asimov, Isaac";"Breve historia de la biología.";;1;"3a ed.";1975.;7195
"Battan, Louis J";"El radar explora la atmósfera.";;1;"3a ed.";1977.;7196
"Bondi, Hermann";"El Cosmos.";;1;"6a ed.";1980.;7197
"Davis, Kenneth S";"Agua :";"espejo de la ciencia.";1;"5a ed.";1977.;7198
"Dubos, René";"Pasteur y la ciencia moderna.";;1;"4a ed.";1978.;7199
"Duval, Clement";"El aire.";;1;;1965.;7200
"Macdonald, David Keith Chalmers";"Faraday, Maxwell y Kelvin.";;1;;1966.;7201
"Frisch, Karl Von";"Diez pequeños compañeros de casa.";;1;;1966.;7202
"Gamow, George";Gravedad.;;2;"4a ed.";1976.;7203
"Osman Hill, William Charles";"El hombre como animal.";;1;"2a ed.";1965.;7204
"Holden, Alan";"Los cristales y su crecimiento.";;1;"1a ed.";1966.;7205
"Hughes, Donald J";"Historia del neutrón.";;1;"5a ed.";1972.;7206
"Hurley, Patrick M";"¿Qué edad tiene la tierra?";;3;"4a ed.";1977.;7207
"Jaffe, Bernard";"Michelson y la velocidad de la luz.";;1;"2a ed.";1961.;7208
"Le Gros Clark, Wildfrid E";"Los fundamentos de la evolución humana.";;1;"5a ed.";1977.;7209
"Lenti, Libero";"Problemas económicos actuales.";;1;"2a ed.";1966.;7210
"Romer, Alfred";"El átomo inquieto :";"el despertar de la física nuclear.";3;"6a ed.";1961.;7211
"Macdonald, David Keith Chalmers";"Cerca del cero absoluto.";;1;"3a ed.";1977.;7212
"Peyret, Henry";"La batalla de la energía.";;1;;1963.;7213
"Ovenden, Michael W";"La vida en el universo :";"una discusión científica.";3;"3a ed.";1977.;7214
"Nogaro, Bertrand";"Los grandes problemas de la economía contemporánea.";;1;"3a ed.";1965.;7215
"Matthews, William H";"Invitación a la geología :";"la tierra a través del tiempo y del espacio.";2;"2a ed.";1972.;7216
"Pierce, John";"Ondas y mensajes.";;1;"2a ed.";1977.;7217
"Williams, Gertrude";"La economía de la vida cotidiana.";;1;"1a ed.";1965.;7218
"Sandfort, John F";"Máquinas térmicas.";;1;"1a ed.";1965.;7219
"Wallace-Hardrill, J. M";"El oeste bárbaro 400-1000.";;1;"2a ed.";1962.;7220
"Simpson, Charles H";"Sustancias químicas obtenidas de la atmósfera.";;1;"1a ed.";1972.;7221
"Mandolini Guardo, Ricardo G";"Manual de filosofía.";;7;"3a ed.";1975.;7222
"Barreiro de Nudler, Telma";"Elementos de lógica simbólica.";;2;"1a ed.";1973.;7223
"Casaubon, Juan Alfredo";"Nociones generales de lógica y filosofía.";;1;"1a ed.";1984.;7224
;"Curso básico de muestreo de trabajo.";;1;"1a ed.";1964.;7225
"Ferrer, Aldo";"La economía argentina :";"las etapas de su desarrollo y problemas actuales.";2;"8a ed.";1973.;7226
;"Biblia de Jerusalén.";;1;;1976.;7227
"Llobeta, Raúl Enrique";"Manual para el microempresario.";;1;"1a ed.";1997.;7228
"Etkin, Jorge";"Sistemas y estructuras de organización.";;1;;1978.;7229
"Catalano, Edmundo Fernando";"Legislación de minas y régimen legal del petróleo.";;1;"2a ed.";1950.;7230
"Belaunde, César H";"Economía política.";;1;"31a ed., rev. y actualizada";1986.;7231
"Mira López, Lola";"Educación preescolar.";;1;;1970.;7232
"Sáenz Valiente, José María";"Curso de instrucción cívica.";;6;"20 ed.";1972.;7233
"Gómez, José C";"Curso de instrucción cívica.";;11;"2a ed.";1987.;7234
"Sáenz Valiente, José María (H)";"Curso de instrucción cívica.";;1;"23a ed., actualizada";1977.;7235
"Kechichian, Roberto N";"Educación cívica 1.";;3;"2a ed.";1984.;7236
"Sáenz Valiente, José María (H)";"Curso de instrucción cívica.";;8;"18a ed.";1968.;7237
"Bidart Campos, German J";"Educación Cívica II.";;1;;1985.;7238
"Stewart, Alec T";"El movimiento continuo :";"los electrones y los átomos en los cristales.";1;;1966.;7239
"García, César Reinaldo";"Educación cívica 2.";;1;;1984.;7240
"Lucero, Amador L";"Psicopatología forense :";"informes en materia criminal y forense.";1;;1917.;7241
"Kechichian, Roberto N";"Educación cívica 3.";;1;"2a ed.";1984.;7242
"Valero García, José María";"La escuela que yo quiero.";;1;"5a ed.";1993.;7243
;"Documento de Apoyo No. 2 Educación Cívica.";;1;;1984.;7244
"Bidart Campos, German J";"Educación cívica 1.";;3;"1a ed.";1985.;7245
;"El servicio a la comunidad como aprendizaje escolar :";"actas del 1er Seminario Internacional ""Educación y servicio comunitario"".";1;"1a ed.";1998.;7246
"Cesarino, A. F";"Estudios del derecho del trabajo en memoria de Alejandro M. Unsain.";;1;"1a ed.";1954.;7247
"Vergara, Miguel Ángel";"Estudios sobre historia eclesiástica de Jujuy.";;1;;1942.;7248
"Fanelli, Jorge";"Hacer las ciencias sociales.";;1;;1992.;7249
"Muñiz, Pedro";"Curso de legislación de minas.";;1;"1a ed.";1946.;7250
"Postigo de De Bedia, Ana María";"Los escritos de la administración pública :";"modelos para su redacción.";3;"1a ed.";1997.;7251
;"Decreto No. 2213/87 :";"aprobado por el Poder Ejecutivo Nacional.";1;;1987.;7252
"García Hoz, Víctor";"Educación personalizada.";;1;"5a ed.";1981.;7253
"Luchenio, Ángela E";"Educación cívica 3.";;8;;1984.;7254
"Luchenio, Ángela E";"Educación cívica 1.";;7;;1984.;7255
"Luchenio, Ángela E";"Educación cívica 2.";;7;;1984.;7256
"Galen Saylor, J";"Planeamiento del curriculum en la escuela moderna.";;1;;1970.;7257
;"Hacia las fronteras del conocimiento :";"novedades de la comunidad alemana de investigaciones científicas.";1;;1982.;7258
"Alcántara, Lidia E";"Trigonometría :";"límites, continuidad, derivadas.";1;;1984.;7259
"Ferrari, María Angélica";"Matemática II :";"ciclo moderno.";1;;1968.;7260
"Cabrera, Emanuel S";"Matemática :";"cuarto año.";1;;1968.;7261
"Cabrera, Emanuel S";"Matemática técnica :";"libro primero : aritmética y álgebra para escuelas industriales.";1;;1949.;7262
"Alonso, Raquel María del Valle";"Matemática 7.";;2;"1a ed., 4a reimpr.";1997.;7263
"Papy, Georges";"Matemática moderna.";;6;"2a ed.";1969.;7264
"Cabrera, Emanuel S";Matemáticas.;;3;"1a ed.";1955.;7265
"Cabrera, Emanuel S";"Matemática para cuarto año.";;3;"1a ed.";1947.;7266
"González Gale, José";"Matemáticas financieras :";"elementos de cálculo actuarial.";1;"3a ed.";1951.;7267
"López, Antonio Roberto";"Matemática moderna 2.";;1;"1a ed.";1971.;7268
"Hogben, Lancelot";"El maravilloso mundo de la matemática.";;1;;1970.;7269
"Porta Caretto, Domingo";"48 lecciones de matemáticas :";"aritmética, álgebra, geometría, trigonometría.";4;;1936.;7270
"Colerus, Egmont";"De la tabla de multiplicar a la integral :";"las matemáticas para todos.";1;;[19--];7271
"Deans, Edwina";"Matemáticas para la escuela elemental :";"nuevas orientaciones.";1;"1a ed.";1965.;7272
"Bindstein, Mirta";"Matemática 1.";;1;"3a ed.";1995.;7273
"Cabrera, Emanuel S";"Matemática :";"primer año ciclo básico común al Bachillerato y Magisterio.";1;;1947.;7274
"Adler, Irving";"La nueva matemática.";;1;;1977.;7275
"Repetto, Celina H";"Matemática moderna :";"trigonometría y elementos de análisis matemático.";17;"1a ed.";1968.;7276
"Sarico, Daniel";"Matemática 1 :";"guía de aprendizaje y evaluación para primer año de las escuelas de nivel medio.";2;"1a ed.";1987.;7277
"Repetto, Celina H";"Aritmética 1.";;4;"19a ed.";1967.;7278
"Repetto, Celina H";"Aritmética 2.";;7;"18a ed.";1967.;7279
"Sarico, Daniel";"Matemática 2 :";"guía de aprendizaje y evaluación para segundo año de las escuelas de nivel medio.";2;"1a ed.";1988.;7280
"Tajani, Miguel M";"Matemática y elementos de matemática moderna para primer año ciclo básico.";;1;"2a ed.";1967.;7281
"Tajani, Miguel M";Aritmética-Algebra.;;1;"29a ed.";1981.;7282
"Tajani, Miguel M";"Geometría :";"enfoque moderno para escuelas nacionales de Educación Técnica.";1;"28a ed.";1981.;7283
"Trejo, César A";"Enseñanza de la matemática moderna en el segundo curso.";;1;;1969.;7284
"Repetto, Celina H";"Aritmética para segundo año del ciclo básico común a bachillerato y magisterio.";;1;"5a ed.";1940.;7285
"Rivera, Hugo";"Curso de matemáticas elementales :";"libro primero: aritmética razonada.";1;;1922.;7286
"Colerus, Egmont";"Desde el punto a la cuarta dimensión :";"una geometría para todos.";1;;[19--];7287
"Tajani, Miguel M";"Algebra :";"enfoque moderno para escuelas nacionales de educación técnica, tercer año.";3;"21a ed.";1981.;7288
"Repetto, Celina H";"Geometría 2.";;6;"17a ed.";1967.;7289
"Babini, José";"Historia suscinta de la matemática.";;1;"3a ed.";1969.;7290
"Varsavsky, Oscar";"Algebra para escuelas secundarias.";;1;"1a ed.";1985.;7291
"Trejo, César A";"Ciclo medio de matemática moderna :";"primer curso.";1;"6a ed.";1978.;7292
"Trejo, César A";"Ciclo medio de matemática moderna :";"segundo curso.";1;"3a ed.";1974.;7293
"Trejo, César A";"Ciclo medio de matemática moderna :";"tercer curso.";1;"2a ed.";1979.;7294
"Trejo, César A";"Ciclo medio de matemática moderna :";"cuarto curso.";1;"2a ed.";1977.;7295
"Trejo, César A";"Ciclo medio de matemática moderna :";"quinto curso.";1;"2a ed.";1973.;7296
"Vázquez de Tapia, Nelly";"Matemática 4.";;1;"1a ed.";1984.;7297
"Vázquez de Tapia, Nelly";"Matemática 4.";;2;"9a ed.";1993.;7298
"Rey Pastor, Julio";"Análisis matemático .";;1;"8a ed.";1969.;7299
"Repetto, Celina H";"Geometría para segundo año del ciclo básico común a bachillerato y magisterio.";;1;"3a ed.";1940.;7300
"Rey Pastor, Julio";"Análisis matemático :";"volumen 2 Cálculo infinitesimal de varias variables.Aplicaciones.";1;"1a ed.";1957.;7301
"Houel, J";"Tablas de logaritmos a cinco decimales, para números y líneas trigonométricas, logaritmos de adición y sustracción.";;30;"6a ed.";1967.;7302
"Trejo, César A";"Matemática general.";;10;"2a ed.";1965.;7303
"Vega Olmos, Ángel";"Elementos de aritmética y álgebra.";;1;"1a ed.";1917.;7304
;"Tablas logarítmicas y financieras Record.";;2;"la ed.";1975.;7305
"Lalande, J. J";"Tabla de logaritmos y funciones trigonométricas.";;1;"33a ed.";1968.;7306
"Repetto, Celina H";"Geometría 3.";;12;"14a ed.";1968.;7307
"Tajani, Miguel M";"Geometría y trigonometría.";;2;"21a ed.";1981.;7308
"Basadre, Carlos";"Astronomía y geodesia.";;1;;[19--];7309
"Tau, Vicente";"Geografía astronómica y atmósfera.";;1;;1943.;7310
"Fisher, Clyde";Astronomía.;;1;;1956.;7311
"Comas Sola, José";Astronomía.;;1;"4a ed.";1942.;7312
"Steavenson, W. H";"Iniciación a la astronomía.";;1;"2a ed.";1938.;7313
"Jordan, W";"Tratado general de topografía.";;13;"3a ed.";1961.;7314
"Jordan, W";"Tablas taquimétricas.";;2;;1946.;7315
"Valdés Domenech, Francisco";"Aparatos topográficos.";;1;"1a ed.";1982.;7316
"Boned, Manuel Gavín";"Resumen práctico de topografía :";"planimetría, nivelación y taquimetría.";1;;1942.;7317
;"Congreso Nacional de Cartografía :";"memoria del Primer Congreso Nacional de Cartografía y de la Primera Exposición Nacional de Cartografía.";1;"1a ed.";1952.;7318
"Moia, José Luis";"Manual práctico de topografía.";;3;"2a ed.";1946.;7319
;"Curso técnico de servicio geográfico.";;10;"1a ed.";1980.;7320
"Müller, Roberto";"Compendio general de topografía teórico práctica.";;11;"1a ed.";1944.;7321
"Taton, Robert";"Topografía subterránea.";;3;"2a ed.";1977.;7322
"Valdés Domenech, Francisco";"Prácticas de topografía, cartografía y fotogrametría.";;1;"1a ed.";1981.;7323
"Valdés Domenech, Francisco";Topografía.;;1;"1a ed.";1981.;7324
"Basadre, Carlos";"Topografía minera.";;2;;1936.;7325
"Martín, Eloy";"La aviación de Ejército y la aerofotografía.";;2;;1989.;7326
"Volquardts, G";Agrimensura.;;1;"1a ed.";1951.;7327
"De Alzaá, Fidencio";"Nociones de física elemental.";;1;;1914.;7328
"Cernuschi, Félix ";"Enseñando física mediante experimentos.";;1;"3a ed.";1973.;7329
"Fernández, José S";"Física elemental.";;10;"7a ed.";1981.;7330
"Graetz, L";"La física y sus aplicaciones.";;2;"1a ed.";1928.;7331
"Loedel Palumbo, Enrique";"Física elemental.";;3;"6a ed.";1941.;7332
"Loedel Palumbo, Enrique";"Nociones de física.";;1;"11a ed.";[1942];7333
"Loyarte, Ramón G";"Tratado elemental de física.";;17;"11a ed.";1937.;7334
"Loyarte, Ramón G";"Física general.";;5;"11a ed.";1941.;7335
"Volquardts, G";"Tratado de agrimensura general y aplicada :";"TomoI Agrimensura general.";1;"11a ed.";[1956];7336
"Mascheroni, Jorge G";"Curso de geodesia :";"nociones de astronomía de posición y determinaciones geográficas expeditivas.";1;;1952.;7337
"Ygoborne, Aquiles D";"Renacimiento de la Patagonia.";;1;;c1964.;7338
"Davies, Paul";"La frontera del infinito.";;1;;[1985];7339
"Biosca, Francisco M";"El Universo y la Tierra.";;1;;1955.;7340
"Lang, Roberto";"Física experimental.";;4;"2a ed.";1932.;7341
"Miguel, Carlos R";"Física 3.";;1;"6a ed.";1973.;7342
"Swan, W. F. G";Física.;;1;"1a ed.";1946.;7343
"Yusta Almarza, Albino";"Fundamentos de física.";;2;;1958.;7344
"Murani, Orestes";"Tratado de física.";;2;;1924.;7345
"Urcola, Ramón M";"Elementos de física.";;1;"3a ed.";1943.;7346
"Wittenbauer, F";"Problemas de mecánica general y aplicada.";;3;"1a ed., 3a reimpr.";1946.;7347
"Bocquet, J. A";"Tratado elemental de mecánica aplicada.";;1;"7a ed.";1938.;7348
"Morley, Arthur";"Tratado elemental de mecánica aplicada .";;2;"3a ed., 2a reimpr.";1950.;7349
"Baron, Máximo";"Termodinámica elemental.";;1;"1a ed.";1976.;7350
"Miguel, Carlos R";"Curso de física 4 :";"mecánica, calor, acústica.";3;"1a ed.";1980.;7351
"Lucini, Manuel";Termodinámica.;;1;"4a ed., rev. y ampliada";1964.;7352
"Hogben, Lancelot";"El maraviloso mundo de la energía.";;1;"1a ed.";1970.;7353
"Gerard, Eric";"Lecciones de electricidad.";;2;"9a ed.";1927.;7354
"Kraemer, M";"Dínamos modernas.";;1;"1a ed.";1945.;7355
"Sabatini, David";"Elementos de electricidad :";"magnetismo, electricidad estática y dinámica.";8;"3a ed.";1944.;7356
"Singer, Francisco L";"Tratado de electricidad :";"tomo I.";3;"20a ed.";1982.;7357
"Allcott, Arnold";"La química al día.";;1;"1a ed.";1945.;7358
"Arthur, Paul";"Lecture demostrations in general chemistry.";;1;"1st ed., 2nd reimpr.";1932.;7359
"Hiller, Lejeren A";"Principios de química.";;1;"5a ed.";1977.;7360
"Semat, Henry";"Física atómica y nuclear :";"curso de introducción.";2;"1a ed.";1957.;7361
"Blackwood, Oswald H";"Física atómica general.";;1;"3a ed.";1979.;7362
"Sienko, Michell";Química.;;2;"8a ed.";1982.;7363
"Fernández Serventi, Héctor";"Química orgánica.";;5;"19a ed.";1982.;7364
"Smith, Alexander";"Química general.";;1;"3a ed.";1946.;7365
"Maiztegui, Alberto P";"Introducción a la física 1.";;2;"9a ed.";1973.;7366
"Tajani, Miguel M";"Matemática y elementos de matemática moderna.";;1;;1968.;7367
"Tajani, Miguel M";"Matemática :";"curso moderno, escuelas industriales.";1;"1a ed.";1969.;7368
"Roederer, Juan G";"Mecánica elemental.";;1;"7a ed.";1981.;7369
"Tedeschi, Virgilio H";"Tratado de física médica y farmacéutica.";;1;"1a ed.";1909.;7370
"Milone, Jorge Osvaldo";"Química IV ";"general e inorgánica.";2;;1980.;7371
"Claver Salas, Mariano";"Problemas de química, ejercicios y problemas de química elemental.";;1;"1a ed.";1946.;7372
"Cardiello, Nicolás";"Elementos de física y química.";;4;"1a ed.";1969.;7373
"Ezama Sancho, Eduardo";"Química de los minerales.";;1;"1a ed.";1948.;7374
"Vidal, Jorge";Mineralogía.;;1;"1a ed.";1984.;7375
"Noyes, Arthur A";"A system of qualitative analysis for the rare elements.";;1;"1st ed.";1948.;7376
"Classen, Alejandro";"Tratado de análisis químico cualitativo y cuantitativo.";;1;"7a ed.";1922.;7377
"Celsi, Santiago A";"Iniciación experimental a la química analítica cuantitativa.";;3;"1a ed.";1954.;7378
"Black, Newton Harry";"New laboratory experiments in practical chemistry.";;1;"1st ed.";1946.;7379
"Palmer, Willian G";"Química-Física experimental.";;1;"1a ed.";1966.;7380
"Römpp, Herman";"Química de los metales.";;1;"1a ed.";1944.;7381
"Riesenfeld, Ernst H";"Prácticas de química inorgánica :";"análisis cualitativo y preparaciones inorgánicas.";1;"2a ed.";1943.;7382
"Thorne, P. C. L";"Inorganic Chemistry.";;1;"4a ed.";1943.;7383
